City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Jaque,PA,7.5175,-78.1703,77.43,85,96,0.98,overcast clouds
698,Russell,US,32.3502,-85.1999,67.41,88,93,7.11,overcast clouds
699,Birjand,IR,32.8663,59.2211,34.27,100,75,4.61,broken clouds
700,Guerrero Negro,MX,27.9769,-114.0611,59.54,54,99,11.92,overcast clouds
701,Marzuq,YE,14.4,46.4667,58.24,56,12,4.54,few clouds
702,El Vendrell,ES,41.2167,1.5333,44.85,81,69,11.01,broken clouds
703,Kasongo,CD,-4.45,26.6667,67.14,98,81,1.83,broken clouds
704,Hargeysa,SO,9.56,44.065,58.51,59,51,11.65,broken clouds
705,Yulara,AU,-25.2406,130.9889,80.17,35,0,18.54,clear sky
706,Novoorsk,RU,51.381,58.9813,-4.41,82,57,3.62,broken clouds
707,Batagay-Alyta,RU,67.8006,130.4114,-32.76,93,92,5.14,overcast clouds
708,Kempele,FI,64.9131,25.5034,28.42,93,0,6.91,clear sky
709,Pakhtakoron,TJ,40.1571,68.7466,20.21,79,100,3.65,overcast clouds
710,Yantongshan,CN,43.2919,126.0094,15.17,94,100,6.31,overcast clouds
711,Pontes E Lacerda,BR,-15.2261,-59.3353,73.04,91,99,1.61,light rain
712,La Ronge,CA,55.1001,-105.2842,19.65,93,100,5.75,overcast clouds
713,Horsham,GB,51.064,-0.3272,35.26,86,0,3.44,clear sky
714,Petrov Val,RU,50.1434,45.2096,14.52,96,58,6.55,broken clouds
715,Loikaw,MM,19.6742,97.2094,53.15,80,98,3.27,overcast clouds
716,Orocue,CO,4.7912,-71.3354,84.15,39,8,5.44,clear sky
717,Cayenne,GF,4.9333,-52.3333,73.44,94,100,2.3,light rain
